"","playerID","LOS","recent_year","G","AB","R","H","X2B","X3B","HR","RBI","SB","CS","SO","BB","IBB","HBP","SH","SF","GIDP","inducted"
"3399","larocan01",7,2013,57.7142857142857,169.142857142857,19,38.1428571428571,7.57142857142857,0.857142857142857,3.14285714285714,16.1428571428571,1.14285714285714,0.428571428571429,29.7142857142857,17.2857142857143,1.14285714285714,2.14285714285714,1.57142857142857,0.714285714285714,5.42857142857143,"N"
"3400","larsedo01",17,1967,28.2352941176471,35.0588235294118,3.82352941176471,8.47058823529412,1.47058823529412,0.294117647058824,0.823529411764706,4.23529411764706,0,0.176470588235294,8.11764705882353,2.52941176470588,0.117647058823529,0,0.647058823529412,0.235294117647059,0.882352941176471,"N"
"3401","larsobr01",4,2004,27.25,72.75,7.25,13,2.75,0,2,9.25,1,0.5,21.5,8.75,0.25,0.75,0,0.75,1.5,"N"
"3402","larueja01",12,2010,76.8333333333333,226.583333333333,25.5833333333333,52.3333333333333,12.3333333333333,0.583333333333333,8,29,1.16666666666667,0.916666666666667,63.3333333333333,19.75,3.25,8.91666666666667,1.83333333333333,1.5,6.16666666666667,"N"
"3403","larusto01",7,1973,18.8571428571429,25.1428571428571,2.14285714285714,5,0.714285714285714,0.285714285714286,0,1,0,0,5.28571428571429,3.28571428571429,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,"N"
"3404","laryly01",16,1940,81.375,287.6875,50.3125,77.4375,15.4375,3.5,2.375,32.875,10.125,3.1875,29.375,44.0625,1,1.5625,5.6875,1,2.625,"N"
"3406","lathach01",5,2003,22,42.6,6.8,8.6,1,0.2,0.6,3.8,1.8,0.6,17,4.6,0.2,0.2,0.2,0.4,0.2,"N"
"3407","lathech01",2,1911,35,63.5,4.5,14.5,1.5,0,0,3.5,0,1,17,6.5,1,0.5,2.5,1,3,"N"
"3408","lauch01",15,1967,35.1333333333333,78,7,19.8666666666667,4.2,0.6,1.06666666666667,9.33333333333333,0.2,0.0666666666666667,10,7.26666666666667,1.6,0.333333333333333,1,0.8,1.86666666666667,"N"
"3409","laudebi01",3,1903,79,297.666666666667,31.6666666666667,75.6666666666667,11,0.333333333333333,0,32,12.6666666666667,1,29,8,1,0.333333333333333,7,1,3,"N"
"3410","laudnti01",9,1989,81.5555555555556,226.444444444444,24.5555555555556,50.8888888888889,10.7777777777778,0.555555555555556,8.55555555555556,29.2222222222222,0.333333333333333,0.333333333333333,61.4444444444444,21.1111111111111,0.333333333333333,0.888888888888889,2,1.55555555555556,4.88888888888889,"N"
"3412","lautebi01",2,1905,43.5,134.5,9,28,1.5,0.5,0,5.5,1,1,16.5,6.5,1,1,3,1,3,"N"
"3413","lavagco01",10,1947,104.3,350.9,48.7,94.5,18.3,3.7,4,48.6,6.3,1,24.4,48.5,1,1.2,3.3,1,8.6,"N"
"3414","lavalmi01",13,1995,67.6153846153846,190.230769230769,14.2307692307692,51,8.38461538461539,0.384615384615385,1.38461538461538,22.6153846153846,0.384615384615385,1.15384615384615,18.7692307692308,24.6923076923077,4.38461538461539,0.769230769230769,3,2.15384615384615,4.38461538461539,"N"
"3415","lavando01",13,1924,89.4615384615385,299.307692307692,26,73.3846153846154,10.3076923076923,3.46153846153846,0.538461538461538,29,5.46153846153846,4.76923076923077,28.9230769230769,16.0769230769231,1,1.84615384615385,10.8461538461538,1,3,"N"
"3417","lawleto01",9,1990,38.1111111111111,59,8.66666666666667,12.2222222222222,1.88888888888889,0.222222222222222,0.222222222222222,2.66666666666667,5.88888888888889,1.44444444444444,9.44444444444444,4.55555555555556,0.111111111111111,0,1.66666666666667,0.222222222222222,1.22222222222222,"N"
"3418","lawrejo01",1,2002,55,150,16,27,4,0,2,15,2,1,38,16,0,2,2,4,1,"N"
"3419","lawribr01",6,2016,98,369.5,44.3333333333333,96.3333333333333,18.6666666666667,2.16666666666667,11.8333333333333,42.1666666666667,6.83333333333333,3.16666666666667,81.1666666666667,25.5,0.833333333333333,4.5,1.33333333333333,2,4.66666666666667,"N"
"3420","lawru01",7,1986,107,345.857142857143,54.1428571428571,93.7142857142857,14.4285714285714,5.28571428571429,2.57142857142857,28.4285714285714,32.5714285714286,9.28571428571429,30,26.2857142857143,1.28571428571429,1.85714285714286,3.14285714285714,1,4.14285714285714,"N"
"3421","lawryot01",2,1917,35.5,89,8.5,17,0.5,0,0,2.5,2.5,1,15,5.5,1,0.5,3,1,3,"N"
"3422","lawtoma02",15,2006,88.9333333333333,317.533333333333,50.4,84.8666666666667,17.8,1.13333333333333,9.2,42.0666666666667,11,4.4,40.8666666666667,45.4,2.26666666666667,6.26666666666667,0.133333333333333,2,7.53333333333333,"N"
"3423","lawva01",11,1991,110.181818181818,345.636363636364,41.1818181818182,88.3636363636364,17.5454545454545,2.36363636363636,6.45454545454545,40.1818181818182,3.09090909090909,2.36363636363636,54.7272727272727,37.0909090909091,1.27272727272727,0.818181818181818,3.90909090909091,3.27272727272727,8.36363636363636,"N"
"3424","lawve01",16,1967,32.25,55.1875,6,11.9375,2.1875,0.4375,0.6875,5.625,0.0625,0.0625,11.1875,2.5625,0.1875,0.375,3.9375,0.5625,1.5,"N"
"3425","laydope01",1,1948,41,104,11,26,2,1,0,4,4,2,10,6,1,1,0,1,2,"N"
"3426","laynehi01",3,1945,35.6666666666667,94.6666666666667,12.3333333333333,25,3,1.33333333333333,0.333333333333333,9.33333333333333,1,0.666666666666667,7.33333333333333,6.66666666666667,1,1.33333333333333,0.666666666666667,1,3.66666666666667,"N"
"3427","lazorjo01",4,1946,56,149,14.25,39.25,7.5,1,1.5,15.5,2.25,2,13.25,10.75,1,0,1.25,1,2.25,"N"
"3428","lazzeto01",15,1939,116,419.8,65.7333333333333,122.666666666667,22.2666666666667,7.66666666666667,11.8666666666667,79.4,9.86666666666667,5.46666666666667,57.6,57.9333333333333,1,1.4,7.73333333333333,1,2.93333333333333,"Y"
"3429","leachfr01",10,1932,99.1,373.3,54.3,114.7,19.6,5.3,7.2,50.9,3.2,1.1,18.9,16.3,1,2.7,7.3,1,3,"N"
"3430","leachri01",10,1990,79.9,171.9,20.5,46,10,1,1.8,18.3,0.8,0.8,21.7,17.6,2,0.6,0.9,1.4,4.2,"N"
"3431","leachto01",18,1918,113.722222222222,419.055555555556,71.1111111111111,112.5,14.2222222222222,9.22222222222222,3.22222222222222,41.8333333333333,19,1.72222222222222,35.4444444444444,43.5,1,1.72222222222222,12.7777777777778,1,3,"N"
"3432","leahyto01",3,1905,24.3333333333333,70.3333333333333,7.33333333333333,17,2.66666666666667,1.66666666666667,0,6,1,1,9,6.66666666666667,1,1.66666666666667,1.33333333333333,1,3,"N"
"3433","learfr01",4,1920,18.75,41.5,5,9.75,0.75,0.5,0.5,4.5,0.5,1.25,7,4.25,1,0.5,1,1,3,"N"
"3434","learyjo01",2,1915,109.5,380,27,98,19,3.5,0,30,5.5,9.5,53.5,7.5,1,3,4.5,1,3,"N"
"3435","leboube01",5,1929,56,157.6,20,43.4,5.4,2.2,2.2,13.8,3,3.2,25,15.8,1,1,5.6,1,3,"N"
"3436","lecroma01",8,2007,59.5,173.5,18.25,45.125,8.5,0.125,7.5,27.25,0,0.5,41.5,15.375,0.75,2.125,0.125,1.25,4.5,"N"
"3437","ledeeri01",14,2007,61.0714285714286,145,20.7142857142857,35.2857142857143,8.57142857142857,1.21428571428571,4.5,22.7142857142857,2.07142857142857,1.07142857142857,35.3571428571429,17.4285714285714,1.28571428571429,0.714285714285714,0.285714285714286,1.35714285714286,3.14285714285714,"N"
"3438","ledesaa01",5,2000,56.8,150.8,18.8,44.6,7.6,0.8,0.4,15.2,2.2,1.6,22.2,8.8,0.6,1.2,1.2,0.6,5.2,"N"
"3439","leeca01",16,2012,131.1875,498.9375,70.3125,142.0625,29.3125,1.1875,22.375,85.1875,7.8125,2.9375,61.5,40.9375,3.75,2.9375,0.1875,6.125,12.875,"N"
"3440","leecl01",9,1926,57.8888888888889,175.888888888889,24,52.7777777777778,9.66666666666667,3.11111111111111,4.22222222222222,24,1.55555555555556,1.33333333333333,20.6666666666667,11.5555555555556,1,0.111111111111111,3.33333333333333,1,3,"N"
"3441","leeda02",1,2016,104,292,33,74,9,0,14,49,0,0,74,20,2,5,0,0,8,"N"
"3442","leede02",17,2011,114.235294117647,409.529411764706,63.5882352941176,115.235294117647,25.4117647058824,1.76470588235294,19.4705882352941,63.4117647058824,6.11764705882353,2.82352941176471,95.4117647058823,51.4117647058824,4.23529411764706,4.11764705882353,0.117647058823529,3.23529411764706,11.7058823529412,"N"
"3443","leedu01",5,1926,50.6,146.4,16,32.6,4,1.8,0,12,2.4,1.6,14,17.6,1,1.2,5.2,1,3,"N"
"3444","leeha01",8,1936,94,343.75,39.5,94.375,18,5,4.125,40.375,1.875,1,28.125,25.375,1,1.125,4.375,1,8.125,"N"
"3445","leekge01",3,1962,25.6666666666667,83,7.66666666666667,18.3333333333333,4,0.333333333333333,2,8.33333333333333,0,0.333333333333333,22.3333333333333,3,0,0.666666666666667,1,0,2.66666666666667,"N"
"3446","leele02",10,1976,61.4,161.7,17.3,40.4,8.3,1.3,3.1,15.2,1.9,1.4,31.5,13.3,1.9,0.6,0.3,1,3.7,"N"
"3447","leema02",11,1995,83.8181818181818,244.818181818182,27.6363636363636,62.3636363636364,8,1.81818181818182,1.72727272727273,22.6363636363636,2.81818181818182,1.81818181818182,48.2727272727273,18.2727272727273,0.454545454545455,0.363636363636364,3.90909090909091,1.72727272727273,6.09090909090909,"N"
"3448","leetr01",10,2006,109.9,374,47.6,95.8,19.1,1.6,11.5,48.8,5.9,2,70.4,45.7,3.5,0.9,0.2,2.5,9.2,"N"
"3449","leevesa01",11,1910,30.2727272727273,75.9090909090909,6.63636363636364,13.3636363636364,1,0.909090909090909,0.181818181818182,5.36363636363636,0.363636363636364,1,10.7272727272727,3.63636363636364,1,0.454545454545455,1.72727272727273,1,3,"N"
"3450","leewa01",4,1904,58.75,190.75,23.5,46.25,8.75,3.25,1,17.5,3.25,1,22,14.5,1,1.25,3,1,3,"N"
"3451","lefebji01",8,1972,115.25,376.75,39.125,94.5,15.75,2.25,9.25,50.5,1,1.875,55.875,40.25,6.5,1.625,4.875,3.625,8,"N"
"3452","lefebjo01",7,1986,63.8571428571429,155.857142857143,19.8571428571429,40.1428571428571,7.42857142857143,1.85714285714286,4.42857142857143,18.5714285714286,1.57142857142857,1.28571428571429,29.1428571428571,19.8571428571429,3.14285714285714,1.14285714285714,1.14285714285714,1,5.28571428571429,"N"
"3453","lefloro01",9,1982,122.111111111111,495.333333333333,81.2222222222222,142.555555555556,19.1111111111111,6.33333333333333,6.55555555555556,39.2222222222222,50.5555555555556,15.7777777777778,98.6666666666667,40.3333333333333,1.66666666666667,1.88888888888889,1.55555555555556,2.22222222222222,8.11111111111111,"N"
"3454","legetlo01",4,1935,17,31,3.25,6.25,0.75,0,0,2,0.5,0.25,5.5,1.25,1,0,0,1,3,"N"
"3455","lehnepa01",10,1952,54,176.8,17.5,45.5,8,2.1,2.2,19.7,0.6,1.1,11.8,12.7,1,0.4,3.3,1,5.6,"N"
"3456","leibeha01",10,1942,81.3,280.5,41,80.8,13.7,2.4,10.1,51.8,0.5,1,31.9,27.4,1,2.1,4,1,7.8,"N"
"3457","leibone01",15,1925,84.5333333333333,277.8,42.5333333333333,73.9333333333333,9.66666666666667,3.26666666666667,0.2,18.9333333333333,8.93333333333333,4.33333333333333,22.3333333333333,38.0666666666667,1,1.06666666666667,7.26666666666667,1,3,"N"
"3458","leifile01",13,1920,22.9230769230769,47,3.53846153846154,8.23076923076923,0.846153846153846,0.692307692307692,0,2.30769230769231,0.384615384615385,0.923076923076923,10.6153846153846,3.69230769230769,1,0.153846153846154,2,1,3,"N"
"3459","leiussc01",9,1999,61.8888888888889,170.666666666667,23.7777777777778,41.6666666666667,7,1.11111111111111,3.11111111111111,19.1111111111111,1.77777777777778,1.66666666666667,26.2222222222222,17.8888888888889,0.444444444444444,0.555555555555556,1.44444444444444,1.33333333333333,4.88888888888889,"N"
"3460","lelivja01",7,1914,54.8571428571429,164.857142857143,16.2857142857143,49.5714285714286,6.14285714285714,3.14285714285714,0.285714285714286,18,6.57142857142857,1.28571428571429,20.4285714285714,12.7142857142857,1,0.714285714285714,4.42857142857143,1,3,"N"
"3462","lemasjo01",14,1987,74.2142857142857,227.928571428571,22.8571428571429,50.6428571428571,7.78571428571429,1.35714285714286,1.57142857142857,16.3571428571429,6.71428571428571,3.64285714285714,40.2857142857143,17.2142857142857,2.64285714285714,0.5,4.07142857142857,1.35714285714286,3.71428571428571,"N"
"3463","lemkema01",11,1998,97.1818181818182,293.636363636364,31.7272727272727,72.2727272727273,11.3636363636364,1.36363636363636,2.90909090909091,24.5454545454545,1,1.72727272727273,31,31.6363636363636,4.36363636363636,0,5.09090909090909,2.72727272727273,8.54545454545454,"N"
"3464","lemonbo01",15,1958,41,78.8666666666667,9.86666666666667,18.2666666666667,3.6,0.6,2.46666666666667,9.8,0.133333333333333,0.0666666666666667,16.0666666666667,6.2,0.733333333333333,0.133333333333333,3.26666666666667,0.866666666666667,0.6,"Y"
"3465","lemonch01",16,1990,124.25,429.25,60.8125,117.1875,24.75,3.8125,13.4375,55.25,3.625,4.75,64,46.8125,2.875,9.4375,3.125,3.375,10.875,"N"
"3466","lemonji01",14,1963,72.1428571428571,246.071428571429,31.8571428571429,64.3571428571429,8.64285714285714,2.5,11.7142857142857,37.7857142857143,0.928571428571429,1.28571428571429,56.2142857142857,25.9285714285714,1.57142857142857,1.28571428571429,0.428571428571429,2.85714285714286,5.21428571428571,"N"
"3467","lenhado01",9,1954,53.4444444444444,164.555555555556,21.3333333333333,44.5555555555556,7.11111111111111,1,6.77777777777778,26.5555555555556,0.666666666666667,0.777777777777778,26.1111111111111,23.7777777777778,1,0.666666666666667,2,0.888888888888889,3.55555555555556,"N"
"3468","lennoed01",6,1915,74.6666666666667,230.5,23,63.1666666666667,11.6666666666667,4.16666666666667,3,30.8333333333333,6.33333333333333,1,23.8333333333333,29,1,2.16666666666667,7.5,1,3,"N"
"3469","lennopa01",6,1999,15.1666666666667,31.5,4.16666666666667,8.33333333333333,2.33333333333333,0.166666666666667,0.333333333333333,3.66666666666667,0,0.166666666666667,9.83333333333333,4.5,0,0.166666666666667,0,0,0.5,"N"
"3470","lentiji01",4,1980,23.75,51.25,5.75,13.5,2.25,0.25,0.25,5,0.75,0.5,9.5,7.75,0.25,0.75,1,0,0.75,"N"
"3471","leonaje01",16,1990,88.4375,315.3125,38.375,83.875,13.9375,2.3125,9,45.1875,10.1875,3.8125,62.5,21.375,2.5625,1.4375,0.5,3.625,9.125,"N"
"3472","leonajo01",6,1920,44.8333333333333,131.833333333333,15.6666666666667,29.8333333333333,3.83333333333333,2,0.333333333333333,10.1666666666667,2.83333333333333,0.833333333333333,18.8333333333333,16.5,1,0.5,3.33333333333333,1,3,"N"
"3473","leonama01",6,1995,28,53.5,6.16666666666667,12.1666666666667,3,0.333333333333333,1.33333333333333,6.83333333333333,0,0.333333333333333,12.5,7,0.333333333333333,0.666666666666667,0.166666666666667,1,1,"N"
"3474","leoned01",8,1975,75.125,232.75,20.625,55,6.375,1.25,3,19.875,0.875,2,44.75,19.5,1.375,0.875,6.875,1.5,6.75,"N"
"3475","leoneju01",2,2006,16,51.5,7.5,11,2.5,0,3,6.5,0.5,0,16,4.5,0,1.5,0.5,0,0,"N"
"3476","leonjo01",3,2004,29.3333333333333,69.6666666666667,6,15.6666666666667,1.66666666666667,0,1.66666666666667,6,0.333333333333333,0,19,2.66666666666667,0,1,0,0.333333333333333,3,"N"
"3478","lepcite01",12,1961,60.75,174.333333333333,19.4166666666667,42.6666666666667,7.58333333333333,0.916666666666667,5.75,20.9166666666667,0.916666666666667,1.25,39.25,17.4166666666667,0.833333333333333,1.58333333333333,1.16666666666667,1,3.66666666666667,"N"
"3479","leppedo02",4,1964,47.5,133,11.5,30.5,5.5,0.5,3.75,14.75,0,0.25,23.25,11,1.25,0.5,1,0.75,5.75,"N"
"3480","leriawa01",2,1929,100.5,256,28,63,14.5,2,4,25.5,0,1,33,47,1,2.5,7,1,3,"N"
"3481","leshebr01",5,2002,21.6,52.6,6.2,11.8,2,0.4,1.8,7.6,1,0.2,13,3.8,0,0.2,0.2,0.8,1.6,"N"
"3482","lesliro01",3,1922,53.3333333333333,185.333333333333,15.6666666666667,49.3333333333333,8,0.666666666666667,2,18.3333333333333,1.33333333333333,3,19,14,1,0,5.66666666666667,1,3,"N"
"3483","leslisa01",11,1938,74.7272727272727,223.636363636364,28.2727272727273,68.0909090909091,11.1818181818182,2.54545454545455,3.27272727272727,35.3636363636364,1.27272727272727,1,10.7272727272727,19.6363636363636,1,2.09090909090909,1.09090909090909,1,7.27272727272727,"N"
"3484","letchch01",4,1946,34,115.25,8,27,2.5,0,0.25,9.25,0,0.75,7.75,8.75,1,0.5,1.5,1,3.5,"N"
"3485","leverwa01",3,1915,21.3333333333333,34,1,6,0.333333333333333,0,0,0.333333333333333,0.333333333333333,1,12.3333333333333,1,1,0,0.666666666666667,1,3,"N"
"3486","leveyji01",4,1933,110,408,40.5,93.75,15.25,3.5,2.75,35,5.75,4.5,50.25,21.25,1,2.25,6.25,1,3,"N"
"3487","levisje01",9,2001,35.4444444444444,72.6666666666667,7.33333333333333,18.5555555555556,2.55555555555556,0.111111111111111,0.333333333333333,6.66666666666667,0.222222222222222,0,7.33333333333333,8.44444444444444,0.222222222222222,0.666666666666667,1.11111111111111,0.666666666666667,2,"N"
"3488","levyed01",3,1944,18,65,5.66666666666667,14,3.66666666666667,0.666666666666667,1.33333333333333,10.6666666666667,0.666666666666667,0.666666666666667,8,3.33333333333333,1,0,1.33333333333333,1,1.33333333333333,"N"
"3489","lewisbi01",3,1936,16.6666666666667,33.6666666666667,6.66666666666667,11,1,0,0.333333333333333,3.66666666666667,0,1,3.66666666666667,5,1,0,0.333333333333333,1,0,"N"
"3490","lewisbu01",11,1949,122.636363636364,478.272727272727,75.4545454545455,142.090909090909,22.6363636363636,8.45454545454546,6.45454545454545,55.1818181818182,7.54545454545455,5.36363636363636,27.5454545454545,52.0909090909091,1,1.81818181818182,7.54545454545455,1,7.36363636363636,"N"
"3491","lewisda01",15,2002,90.2666666666667,272.066666666667,40.4666666666667,68.0666666666667,9.13333333333333,2.46666666666667,1.8,22.8,16.4666666666667,7.13333333333333,34.2666666666667,26.8666666666667,0.0666666666666667,3.2,6.73333333333333,1.26666666666667,3.86666666666667,"N"
"3492","lewisdu01",11,1921,132.636363636364,486.454545454545,55.6363636363636,138,26.2727272727273,6.18181818181818,3.45454545454545,72.0909090909091,10.2727272727273,4.90909090909091,42.5454545454545,32,1,3.63636363636364,24,1,3,"N"
"3493","lewisfr02",7,2012,76.4285714285714,223.142857142857,37.2857142857143,59.2857142857143,13,3,3.85714285714286,19.4285714285714,7.57142857142857,3.28571428571429,55.7142857142857,24.2857142857143,1.42857142857143,3,0.428571428571429,1,3.28571428571429,"N"
"3494","lewisja01",3,1915,72.3333333333333,228,21,56.3333333333333,6.66666666666667,3.33333333333333,0.333333333333333,26.6666666666667,6,1,33,10.6666666666667,1,3,12,1,3,"N"
"3495","lewisjo01",4,1967,66.5,192.75,24.25,43.75,6,1.5,5.5,18.5,2,2.25,48.5,23.75,1.25,0.75,1,0.75,2.5,"N"
"3497","lewisma01",12,2001,75.1666666666667,232.916666666667,26.6666666666667,61.3333333333333,12.9166666666667,1.08333333333333,4,25.5,2.41666666666667,1.5,42.5833333333333,16.3333333333333,0.666666666666667,1.33333333333333,1.33333333333333,2.33333333333333,6.58333333333333,"N"
"3498","lewisph01",4,1908,127,443.75,36.5,107.25,8.25,3.25,1,32.5,13.75,1,26.75,23.75,1,0.75,16.75,1,3,"N"
"3499","lewiste01",2,1901,34.5,97,12,15.5,1,0.5,0,7.5,0,1,15.5,11,1,0,1.5,1,3,"N"
"3501","leyriji01",15,2000,60.2,168.466666666667,21.6666666666667,44.4666666666667,7.13333333333333,0.133333333333333,6,25.8,0.466666666666667,0.466666666666667,38.7333333333333,22.4666666666667,1.06666666666667,4.33333333333333,0.533333333333333,1.6,5.26666666666667,"N"
"3502","lezcaca01",2,1981,24.5,51,8,9.5,2,0.5,1.5,7,0.5,1,16.5,5.5,0,0.5,1,1,1.5,"N"
"3503","lezcasi01",13,1985,99.3076923076923,318,43.0769230769231,86.3076923076923,14.1538461538462,2.61538461538462,11.3846153846154,45.4615384615385,2.84615384615385,2.38461538461538,59.0769230769231,44.3076923076923,2.84615384615385,1.46153846153846,3,3.53846153846154,7.38461538461539,"N"
"3504","libkeal01",2,1946,127,440,36.5,118,22.5,3,4.5,47.5,3,1,56,38.5,1,1.5,4,1,11.5,"N"
"3505","liddial01",3,2013,20.3333333333333,57.6666666666667,5,12,2.66666666666667,0.333333333333333,2,5.33333333333333,1,0.333333333333333,24.3333333333333,4.33333333333333,0,0.333333333333333,0,0.333333333333333,0.333333333333333,"N"
"3506","liebemi01",14,2007,86.5714285714286,301.285714285714,38.1428571428571,82.5,18.3571428571429,0.714285714285714,10.7142857142857,43.5714285714286,0.571428571428571,0.5,40.7857142857143,23.9285714285714,2.42857142857143,6.35714285714286,0.714285714285714,3.07142857142857,8.14285714285714,"N"
"3507","liefeje01",8,2005,36,97.375,11.125,22.375,4.5,0.125,3.875,14.125,0.25,0.25,27.875,7,0.5,0.25,0.125,0.75,2.125,"N"
"3508","lillabi01",2,1940,40,112.5,15,27.5,4.5,1,0.5,11,0,0.5,14.5,15.5,1,0.5,3.5,1,1.5,"N"
"3509","lillibo01",11,1967,74.2727272727273,211.636363636364,18,49.9090909090909,6.18181818181818,0.818181818181818,0.272727272727273,12.4545454545455,2.09090909090909,2.27272727272727,10.5454545454545,9,1.18181818181818,1.18181818181818,3.63636363636364,1,5.54545454545455,"N"
"3510","lillibr01",9,2013,39.7777777777778,78.6666666666667,11.3333333333333,16.1111111111111,2.77777777777778,0.444444444444444,2.11111111111111,7.88888888888889,4.11111111111111,1.55555555555556,26.1111111111111,5.44444444444444,0.111111111111111,1.44444444444444,1,0.555555555555556,1,"N"
"3511","limmelo01",2,1954,104.5,265,33,53.5,9.5,2,9.5,31,1.5,1.5,38.5,31.5,1,0,3.5,2,5,"N"
"3512","linarru01",4,1985,51.75,136.25,16.5,36.75,5.25,0.75,2.75,15.75,3.75,1.5,18.5,6,0.5,0.25,0.5,1.25,6,"N"
"3513","lindad01",12,2017,112,381.416666666667,49,103.916666666667,21.5833333333333,1,16.6666666666667,60.25,0.583333333333333,0.416666666666667,78.75,32.75,3.75,1.41666666666667,0.25,3.25,9.75,"N"
"3514","lindca01",4,1930,64,245.25,32.75,66.75,13.25,1.25,0.25,18.5,2.25,2,19.75,14.25,1,0.25,10.5,1,3,"N"
"3515","lindeji01",9,1994,39,75.1111111111111,9.11111111111111,18.3333333333333,3.77777777777778,0.111111111111111,2.33333333333333,9.88888888888889,0.444444444444444,0.333333333333333,19.2222222222222,4.66666666666667,0.333333333333333,0.444444444444444,0.666666666666667,0.888888888888889,1.22222222222222,"N"
"3516","lindejo01",14,1954,61,199.642857142857,28.6428571428571,54.4285714285714,8.85714285714286,3.42857142857143,5.14285714285714,28.8571428571429,1.21428571428571,1,26.1428571428571,20.6428571428571,1,1.14285714285714,1.57142857142857,0.928571428571429,6.5,"N"
"3517","lindeto01",6,2007,45,83.6666666666667,10.6666666666667,19.3333333333333,3.66666666666667,0.5,1.33333333333333,6,1.33333333333333,0,24.6666666666667,7.33333333333333,0.166666666666667,1.33333333333333,0.833333333333333,0,2.16666666666667,"N"
"3518","lindjo01",10,1995,104.4,367.7,36.8,93.5,14.5,2.7,0.9,32.4,6.2,1.9,37,21.5,5,0.8,6.9,3.1,10.2,"N"
"3520","lindsch01",2,1906,114.5,414,48.5,100,15,1.5,0,33.5,14,1,43.5,31.5,1,4,17.5,1,3,"N"
"3521","lindsfr01",13,1936,110.615384615385,431.615384615385,68.8461538461538,134.384615384615,23.1538461538462,6.23076923076923,7.92307692307692,59.9230769230769,6.46153846153846,1.61538461538462,21.2307692307692,25.6923076923077,1,1,11.2307692307692,1,4.76923076923077,"Y"
"3523","lintzla01",7,1978,50,88,19.5714285714286,20,1.85714285714286,0.142857142857143,0,3.85714285714286,18.2857142857143,5.42857142857143,14.4285714285714,13.8571428571429,0.142857142857143,0.571428571428571,5.57142857142857,0,0.714285714285714,"N"
"3524","linzph01",8,1968,64.875,171.5,23.125,40.25,8,0.5,1.375,12,1.625,1.625,24.375,14,0.625,0.875,2.625,0.75,4.375,"N"
"3525","liponjo01",11,1954,68.9090909090909,241.909090909091,31.9090909090909,62.7272727272727,8.63636363636364,2.18181818181818,0.909090909090909,24.1818181818182,2.54545454545455,2.27272727272727,13.8181818181818,31.5454545454545,1,0.636363636363636,6.72727272727273,0.909090909090909,5.90909090909091,"N"
"3526","liriane01",12,1998,68.5833333333333,184.666666666667,24.6666666666667,48,8.75,2.25,2.08333333333333,20,4.91666666666667,2.5,25,17.6666666666667,1.25,0.583333333333333,2.75,1.58333333333333,3.33333333333333,"N"
"3527","liriary01",2,2017,29.5,75,8.5,16.5,2,0,1,6,2.5,0.5,26.5,7,0.5,1,0,0.5,3,"N"
"3528","lisjo01",9,1977,39.5555555555556,86.6666666666667,10.6666666666667,20.2222222222222,3.44444444444444,0.111111111111111,3.55555555555556,10.2222222222222,0.111111111111111,0.333333333333333,23.2222222222222,12.2222222222222,0.333333333333333,0.888888888888889,0.333333333333333,0.666666666666667,2.88888888888889,"N"
"3529","liskaad01",5,1933,22.6,20.6,1.2,2.2,0.4,0,0,0.8,0,0.4,8.2,1.6,1,0.2,0.8,1,2.4,"N"
"3530","listapa01",6,1997,83.8333333333333,295.333333333333,41.6666666666667,74,10.5,2.16666666666667,0.833333333333333,23.8333333333333,19.3333333333333,6.33333333333333,56.3333333333333,27.8333333333333,0.333333333333333,1.33333333333333,5.83333333333333,1.5,4.33333333333333,"N"
"3531","littlbr01",6,1986,54.5,153.666666666667,21,37.6666666666667,6.16666666666667,0.833333333333333,0.5,12.8333333333333,1.33333333333333,1.66666666666667,13.1666666666667,20,0.166666666666667,1,2.66666666666667,1.33333333333333,3.5,"N"
"3532","littlde01",3,1980,26,74,5.66666666666667,15,2.33333333333333,0.333333333333333,0.333333333333333,5,0,0,17.6666666666667,9.33333333333333,1.66666666666667,0,1.66666666666667,1.66666666666667,1.66666666666667,"N"
"3533","littlma01",6,2004,24.6666666666667,41.1666666666667,7.66666666666667,10.1666666666667,1.83333333333333,0.5,0.5,3.66666666666667,1.33333333333333,0.666666666666667,11,3,0.166666666666667,2.33333333333333,0.333333333333333,0.166666666666667,0.166666666666667,"N"
"3534","littogr01",6,1994,62.3333333333333,134.833333333333,13,32.5,7.16666666666667,0.833333333333333,2.16666666666667,16.1666666666667,0.166666666666667,1,27.8333333333333,9.66666666666667,0.333333333333333,0.666666666666667,2.83333333333333,0.833333333333333,3,"N"
"3535","littrja01",4,1957,27.75,63.75,5.5,13,1.5,0.75,0.5,4.25,0.25,0,15,5,0.75,0,0.75,0.5,1,"N"
"3536","litwhda01",14,1951,75.5,249.571428571429,30.5714285714286,70.1428571428571,11.5714285714286,2.28571428571429,7.64285714285714,32.2142857142857,0.785714285714286,0.928571428571429,26.9285714285714,21.3571428571429,1,1.92857142857143,2.71428571428571,1,6.14285714285714,"N"
"3537","livinmi01",13,1951,43.1538461538462,114.615384615385,9.84615384615385,27.2307692307692,4.30769230769231,0.692307692307692,1.46153846153846,11.7692307692308,0.538461538461538,0.846153846153846,10.8461538461538,11.0769230769231,1,1,1.38461538461538,1,3.53846153846154,"N"
